"","varname","label","val_labels"
"134","BRF.T.PO.i34","BRIEF-Preschool; teacher; planning and organizing; item 34 [Orig Label: 34 Etterlater seg rot som andre må rydde]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"135","BRF.T.PO.i39","BRIEF-Preschool; teacher; planning and organizing; item 39 [Orig Label: 39 Henger seg oppdetaljer og mister o]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"136","BRF.T.PO.i44","BRIEF-Preschool; teacher; planning and organizing; item 44 [Orig Label: 44 Klarer ikke finne tingene sine på rom]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"137","BRF.T.PO.i49","BRIEF-Preschool; teacher; planning and organizing; item 49 [Orig Label: 49 Har vansker medferdigstille oppgav]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"138","BRF.T.PO.SS","BRIEF-Preschool; teacher; planning and organizing; sum of scores"," "
"139","BRF.T.SH.i05","BRIEF-Preschool; teacher; Shift; item 05 [Orig Label: 5 Blir forvirret og oppskaketnye situ]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"140","BRF.T.SH.i10","BRIEF-Preschool; teacher; Shift; item 10 [Orig Label: 10 Har vansker medtilpasse seg nye pe]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"141","BRF.T.SH.i15","BRIEF-Preschool; teacher; Shift; item 15 [Orig Label: 15 Blir urolig når det oppstår endringer]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"142","BRF.T.SH.i20","BRIEF-Preschool; teacher; Shift; item 20 [Orig Label: 20 Bruker lang tid påbli trygg på nye]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"143","BRF.T.SH.i25","BRIEF-Preschool; teacher; Shift; item 25 [Orig Label: 25 Blir plaget av høye lyder, sterkt lys]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"144","BRF.T.SH.i30","BRIEF-Preschool; teacher; Shift; item 30 [Orig Label: 30 Blir forstyrret av endringeromgive]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"145","BRF.T.SH.i35","BRIEF-Preschool; teacher; Shift; item 35 [Orig Label: 35 Har vansker medskifte aktiviteter]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"146","BRF.T.SH.i40","BRIEF-Preschool; teacher; Shift; item 40 [Orig Label: 40 Har vansker medvære ¿aktivt deltag]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"147","BRF.T.SH.i45","BRIEF-Preschool; teacher; Shift; item 45 [Orig Label: 45 Motsetter seg endringer av rutiner, m]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"148","BRF.T.SH.i50","BRIEF-Preschool; teacher; Shift; item 50 [Orig Label: 50 Blir lett overveldet eller overstimul]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"149","BRF.T.SH.SS","BRIEF-Preschool; teacher; Shift; sum of scores"," "
"150","BRF.T.WM.i02","BRIEF-Preschool; teacher; working memory; item 02 [Orig Label: 2 Husker bare den første eller siste av]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"151","BRF.T.WM.i07","BRIEF-Preschool; teacher; working memory; item 07 [Orig Label: 7 Har vansker medgjennomføre et handl]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"152","BRF.T.WM.i12","BRIEF-Preschool; teacher; working memory; item 12 [Orig Label: 12 Har vansker medkonsentrere seg om]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"153","BRF.T.WM.i17","BRIEF-Preschool; teacher; working memory; item 17 [Orig Label: 17 Gjentar de samme feilene om og om igj]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"154","BRF.T.WM.i22","BRIEF-Preschool; teacher; working memory; item 22 [Orig Label: 22 Gjør ¿slurvefeil¿ selv om han/hun ege]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"155","BRF.T.WM.i27","BRIEF-Preschool; teacher; working memory; item 27 [Orig Label: 27 Har vansker med aktiviteter og oppgav]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"156","BRF.T.WM.i32","BRIEF-Preschool; teacher; working memory; item 32 [Orig Label: 32 Må ha hjelp av en voksen forholde]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"157","BRF.T.WM.i37","BRIEF-Preschool; teacher; working memory; item 37 [Orig Label: 37 Glemmer hva han/hun holder på med mid]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"158","BRF.T.WM.i42","BRIEF-Preschool; teacher; working memory; item 42 [Orig Label: 42 Har vansker medgjøre ferdig oppgav]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"159","BRF.T.WM.i47","BRIEF-Preschool; teacher; working memory; item 47 [Orig Label: 47 Klarer ikke holde seg til saken når h]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"160","BRF.T.WM.i51","BRIEF-Preschool; teacher; working memory; item 51 [Orig Label: 51 Har vansker medkommegang med ak]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"161","BRF.T.WM.i53","BRIEF-Preschool; teacher; working memory; item 53 [Orig Label: 53forhold til egne ferdigheter prøver]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"162","BRF.T.WM.i55","BRIEF-Preschool; teacher; working memory; item 55 [Orig Label: 55 Er ikkestand tilbli ferdig med]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"163","BRF.T.WM.i57","BRIEF-Preschool; teacher; working memory; item 57 [Orig Label: 57 Er selv usikker på om han/hun gjør de]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"164","BRF.T.WM.i59","BRIEF-Preschool; teacher; working memory; item 59 [Orig Label: 59 Har vansker medhuske ting selvn]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"165","BRF.T.WM.i61","BRIEF-Preschool; teacher; working memory; item 61 [Orig Label: 61 Kan bare være oppmerksom en kort stun]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"166","BRF.T.WM.i63","BRIEF-Preschool; teacher; working memory; item 63 [Orig Label: 63 Er uvitende om han/hun utfører en opp]","0 Aldri et problem; 1 Noen ganger et problem; 2 Ofte et problem"
"167","BRF.T.WM.SS","BRIEF-Preschool; teacher; working memory; sum of scores"," "
"168","CBQ.P.ActivityLevel.i1","CBQ; Parent rating; ActivityLevel; item[Orig Label: har det alltid travelt på vei fra ett]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"169","CBQ.P.ActivityLevel.i13","CBQ; Parent rating; ActivityLevel; item 13 [Orig Label:  13 foretrekker rolige aktiviteter framfo]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"170","CBQ.P.ActivityLevel.i25","CBQ; Parent rating; ActivityLevel; item 25 [Orig Label:  25 er full av energi, også om kvelden]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"171","CBQ.P.ActivityLevel.SS","CBQ; Parent rating; ActivityLevel; sum score"," "
"172","CBQ.P.Anger.i2","CBQ; Parent rating; Anger; item[Orig Label: blir ganske irritert når hun/han stopp]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"173","CBQ.P.Anger.i32","CBQ; Parent rating; Anger; item 32 [Orig Label:  32 blir sint når hunhan ikke finner n]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"174","CBQ.P.Anger.SS","CBQ; Parent rating; Anger; sum score"," "
"175","CBQ.P.AttentionFocusing.i15","CBQ; Parent rating; AttentionFocusing; item 15 [Orig Label:  15 blir veldig opptatt når hun/han bygge]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"176","CBQ.P.AttentionFocusing.i27","CBQ; Parent rating; AttentionFocusing; item 27 [Orig Label:  27 blir av og til helt oppslukten bil]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"177","CBQ.P.AttentionFocusing.i3","CBQ; Parent rating; AttentionFocusing; item[Orig Label: viser stor konsentrasjon ved tegning e]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"178","CBQ.P.AttentionFocusing.SS","CBQ; Parent rating; AttentionFocusing; sum score"," "
"179","CBQ.P.Discomfort.i20","CBQ; Parent rating; Discomfort; item 20 [Orig Label:  20 klager nesten aldri når hun/han er sy]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"180","CBQ.P.Discomfort.i29","CBQ; Parent rating; Discomfort; item 29 [Orig Label:  29 bryr seg ikke mye om små skrammer ell]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"181","CBQ.P.Discomfort.i5","CBQ; Parent rating; Discomfort; item[Orig Label: tar fort på vei for et lite rift eller]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"182","CBQ.P.Discomfort.SS","CBQ; Parent rating; Discomfort; sum score"," "
"183","CBQ.P.Empathy.i37","CBQ; Parent rating; Empathy; item 37 [Orig Label:  37 er sensitiv for andres følelser]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"184","CBQ.P.Empathy.i38","CBQ; Parent rating; Empathy; item 38 [Orig Label:  38 blir ute av seg når foreldrene erd]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"185","CBQ.P.Empathy.i39","CBQ; Parent rating; Empathy; item 39 [Orig Label:  39 blir ute av seg hvis han/hun ser et d]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"186","CBQ.P.Empathy.i40","CBQ; Parent rating; Empathy; item 40 [Orig Label:  40 blir bekymret når foreldrene er ute a]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"187","CBQ.P.Empathy.i41","CBQ; Parent rating; Empathy; item 41 [Orig Label:  41 oppfatter med en gang hvordan andre m]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"188","CBQ.P.Empathy.i42","CBQ; Parent rating; Empathy; item 42 [Orig Label:  42 blir ute av seg dersom han/hun tror e]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"189","CBQ.P.Empathy.i43","CBQ; Parent rating; Empathy; item 43 [Orig Label:  43 blir ute av seg ved fortellinger der]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"190","CBQ.P.Empathy.i44","CBQ; Parent rating; Empathy; item 44 [Orig Label:  44 blir ikke veldig ute av seg når forel]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"191","CBQ.P.Empathy.i45","CBQ; Parent rating; Empathy; item 45 [Orig Label:  45 blir vanligvis ikke forstyrret når an]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"192","CBQ.P.Empathy.i46","CBQ; Parent rating; Empathy; item 46 [Orig Label:  46 blir påvirket av andre menneskers ans]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"193","CBQ.P.Empathy.i47","CBQ; Parent rating; Empathy; item 47 [Orig Label:  47 ser fornøyd ut når andre mennesker er]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"194","CBQ.P.Empathy.i48","CBQ; Parent rating; Empathy; item 48 [Orig Label:  48 er ikke veldig sensitiv for andre men]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"195","CBQ.P.Empathy.i49","CBQ; Parent rating; Empathy; item 49 [Orig Label:  49 gråter sjelden eller blir ute av seg]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"196","CBQ.P.Empathy.i50","CBQ; Parent rating; Empathy; item 50 [Orig Label:  50 blir glad når det går godt for perso]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"197","CBQ.P.Empathy.SS","CBQ; Parent rating; Empathy; sum score"," "
"198","CBQ.P.Fear.i11","CBQ; Parent rating; Fear; item 11 [Orig Label:  11 er redd for tyver eller ""stygge menn""]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"199","CBQ.P.Fear.i26","CBQ; Parent rating; Fear; item 26 [Orig Label:  26 er ikke mørkeredd]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"200","CBQ.P.Fear.SS","CBQ; Parent rating; Fear; sum score"," "
"201","CBQ.P.HighIntensityPleasure.i16","CBQ; Parent rating; HighIntensityPleasure; item 16 [Orig Label:  16 likerhuske høyt og forthuska]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"202","CBQ.P.HighIntensityPleasure.i28","CBQ; Parent rating; HighIntensityPleasure; item 28 [Orig Label:  28 liker røffe og voldsomme leker]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"203","CBQ.P.HighIntensityPleasure.i4","CBQ; Parent rating; HighIntensityPleasure; item[Orig Label: likerskli på høye sklier eller andr]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"204","CBQ.P.HighIntensityPleasure.SS","CBQ; Parent rating; HighIntensityPleasure; sum score"," "
"205","CBQ.P.Impulsivity.i19","CBQ; Parent rating; Impulsivity; item 19 [Orig Label:  19 bruker lang tid pånærme seg nye si]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"206","CBQ.P.Impulsivity.i31","CBQ; Parent rating; Impulsivity; item 31 [Orig Label:  31 tar det med ro og er sen tilbestem]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"207","CBQ.P.Impulsivity.i7","CBQ; Parent rating; Impulsivity; item[Orig Label: ""raser"" ofte innnye situasjoner]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"208","CBQ.P.Impulsivity.SS","CBQ; Parent rating; Impulsivity; sum score"," "
"209","CBQ.P.InhibitoryControl.i18","CBQ; Parent rating; InhibitoryControl; item 18 [Orig Label:  18 er flink tilfølge instruksjoner]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"210","CBQ.P.InhibitoryControl.i30","CBQ; Parent rating; InhibitoryControl; item 30 [Orig Label:  30 nærmer seg langsomt og forsiktig sted]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
